Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
Male,18,2,85,yes,no,2,3,Sometimes,no,3,no,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,2,115,no,no,2,3,Sometimes,no,3,yes,1,2,no,Public_Transportation,Obesity_Type_I
Male,18,2,80,no,no,3,1,Sometimes,no,1,no,1,0,no,Public_Transportation,Overweight_Level_II
Female,18,2,91,yes,yes,1,3,Frequently,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,21,2,75,no,yes,2,3,Sometimes,no,1,no,1,0,no,Public_Transportation,Overweight_Level_I
Female,28,2,73,yes,no,2,3,Frequently,no,2,yes,2,0,Sometimes,Walking,Overweight_Level_I
Male,18,2,70,no,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,23,2,53,no,yes,2,3,Frequently,no,1,no,3,2,no,Public_Transportation,Insufficient_Weight
Male,18,2,67,yes,yes,3,3,Frequently,no,3,yes,1,1,Sometimes,Automobile,Normal_Weight
Male,18,2,50,no,yes,1,3,Frequently,no,1,no,2,1,Sometimes,Public_Transportation,Insufficient_Weight
Female,39,2,50,no,yes,3,4,Frequently,no,2,no,0,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,38,2,78,no,yes,3,3,Frequently,no,2,no,0,0,Frequently,Automobile,Overweight_Level_II
Male,17,2,60,no,no,2,4,Always,no,2,no,0,2,no,Public_Transportation,Normal_Weight
Male,23,2,66,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Walking,Normal_Weight
Male,23,2,107,no,yes,2,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,19,2,50,no,yes,2,3,Frequently,no,1,no,0,2,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,60,no,yes,2,3,Sometimes,no,2,no,2,1,no,Public_Transportation,Normal_Weight
Male,25,2,71,yes,yes,2,3,Frequently,no,2,no,0,0,Sometimes,Motorbike,Normal_Weight
Female,25,2,61,no,no,2,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,50,yes,yes,3,3,Frequently,no,2,no,0,1,Sometimes,Public_Transportation,Normal_Weight
Male,16,2,50,yes,yes,2,1,Frequently,no,3,no,1,0,no,Public_Transportation,Insufficient_Weight
Male,21,2,67,no,yes,2,4,Always,yes,3,no,3,2,Sometimes,Walking,Normal_Weight
Female,32,2,57,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Automobile,Normal_Weight
Male,18,2,52,no,no,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Insufficient_Weight
Male,21,2,62,no,yes,3,4,Frequently,yes,2,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,55,yes,yes,2,3,Frequently,no,2,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,55,yes,yes,2,3,Frequently,no,1,no,1,1,no,Public_Transportation,Normal_Weight
Male,17,2,60,no,no,2,3,Sometimes,no,3,no,2,1,Sometimes,Walking,Normal_Weight
Male,20,2,70,yes,yes,1,1,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,21,2,105,yes,yes,2,3,Always,no,1,no,0,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,21,2,61,no,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,58,yes,yes,2,3,Sometimes,no,3,no,3,0,no,Public_Transportation,Normal_Weight
Female,17,2,51,no,yes,3,3,Sometimes,no,1,no,0,2,no,Public_Transportation,Normal_Weight
Male,19,2,79,no,no,2,3,Sometimes,no,3,no,3,0,Sometimes,Automobile,Normal_Weight
Male,16,2,71,yes,yes,2,3,Frequently,no,2,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,17,2,58,no,yes,2,3,Frequently,no,2,no,2,1,no,Walking,Insufficient_Weight
Male,21,2,65,yes,yes,2,3,Frequently,no,1,no,1,1,no,Public_Transportation,Normal_Weight
Male,19,2,75,yes,no,2,3,Frequently,no,2,no,1,0,no,Public_Transportation,Normal_Weight
Male,18,2,110,yes,yes,2,1,Sometimes,yes,2,no,1,2,Sometimes,Public_Transportation,Obesity_Type_I
Female,16,2,58,no,no,2,1,Sometimes,no,1,no,0,1,no,Walking,Normal_Weight
Female,21,2,53,no,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,26,2,80,no,no,2,3,Sometimes,no,2,no,2,0,no,Automobile,Overweight_Level_I
Male,18,2,80,yes,yes,2,3,Frequently,no,1,no,0,1,Frequently,Public_Transportation,Normal_Weight
Male,23,2,75,no,yes,3,3,Sometimes,no,3,no,1,2,Sometimes,Public_Transportation,Overweight_Level_I
Male,26,2,70,no,yes,2,3,Sometimes,yes,1,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,55,no,yes,2,4,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,16,2,45,yes,yes,3,3,Always,no,3,no,3,2,Sometimes,Walking,Insufficient_Weight
Female,16,2,49,no,yes,2,4,Always,no,2,no,0,1,Sometimes,Public_Transportation,Normal_Weight
Male,20,2,85,yes,no,2,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,23,2,120,yes,yes,2,3,Sometimes,yes,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_II
Female,24,2,60,yes,yes,1,3,Always,no,2,no,0,2,Sometimes,Public_Transportation,Normal_Weight
Female,23,2,48,yes,yes,2,1,Frequently,no,1,no,0,2,Sometimes,Public_Transportation,Normal_Weight
Male,20,2,75,no,yes,3,4,Always,no,3,no,2,0,Sometimes,Public_Transportation,Normal_Weight
Female,16,2,58,no,no,2,1,Sometimes,no,1,no,0,1,no,Walking,Normal_Weight
Male,17,2,57,yes,yes,2,4,Frequently,no,2,no,2,1,no,Public_Transportation,Insufficient_Weight
Male,17,2,62,no,yes,2,3,Always,no,2,no,3,1,no,Public_Transportation,Normal_Weight
Female,16,2,57,no,yes,3,3,Sometimes,no,1,no,3,0,no,Public_Transportation,Normal_Weight
Male,17,2,56,yes,yes,1,3,Always,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,26,2,63,no,yes,3,3,Sometimes,no,1,no,1,0,no,Walking,Normal_Weight
Male,26,2,72,no,yes,2,3,Always,no,2,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Male,38,2,75,yes,no,3,3,Frequently,no,1,no,2,1,no,Automobile,Normal_Weight
Male,18,2,70,no,yes,3,4,Sometimes,no,2,no,1,1,no,Public_Transportation,Normal_Weight
Female,25,2,45,no,yes,2,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Female,27,2,63,no,yes,2,3,Sometimes,no,1,no,0,1,Sometimes,Automobile,Overweight_Level_I
Male,21,2,67,yes,yes,3,1,Always,no,2,no,1,1,no,Public_Transportation,Normal_Weight
Male,38,2,75,yes,no,3,3,Frequently,no,1,no,3,1,no,Automobile,Normal_Weight
Female,23,2,56,no,no,3,3,Frequently,no,2,no,2,0,Sometimes,Public_Transportation,Insufficient_Weight
Male,18,2,72,yes,yes,2,3,Sometimes,no,2,no,3,0,Sometimes,Automobile,Normal_Weight
Female,30,2,71,yes,yes,2,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Overweight_Level_I
Female,21,2,58,no,yes,2,1,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,55,yes,yes,3,3,Sometimes,no,2,no,3,0,Sometimes,Public_Transportation,Normal_Weight
Male,23,2,76,yes,no,3,4,Frequently,no,1,no,0,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,19,2,74,yes,no,3,1,Sometimes,no,3,no,3,1,Sometimes,Walking,Normal_Weight
Female,19,2,82,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_I
Female,17,2,50,no,yes,3,4,Frequently,no,1,no,2,1,Sometimes,Public_Transportation,Insufficient_Weight
Male,17,2,56,yes,yes,2,3,Sometimes,no,2,no,2,1,no,Public_Transportation,Normal_Weight
Male,27,2,75,yes,yes,2,1,Sometimes,no,2,no,1,0,no,Walking,Normal_Weight
Female,23,2,56,no,no,3,4,Always,no,3,yes,3,0,no,Automobile,Normal_Weight
Female,18,1,53,no,yes,2,3,Frequently,no,2,yes,1,2,Frequently,Public_Transportation,Overweight_Level_I
Male,19,2,50,no,yes,1,4,Frequently,no,1,no,2,1,Sometimes,Public_Transportation,Insufficient_Weight
Male,20,2,65,no,yes,2,3,Sometimes,no,2,no,0,1,no,Public_Transportation,Normal_Weight
Male,18,2,64,yes,yes,3,3,Frequently,no,2,no,3,2,no,Walking,Normal_Weight
Female,17,2,65,no,yes,3,1,Sometimes,no,2,yes,1,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,19,2,42,no,no,2,3,Sometimes,no,1,yes,2,0,Frequently,Public_Transportation,Insufficient_Weight
Male,21,2,72,no,yes,3,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Normal_Weight
Male,20,2,50,no,no,2,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Male,23,2,105,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,23,2,66,no,no,3,3,Sometimes,no,2,no,3,0,no,Public_Transportation,Normal_Weight
Male,18,2,173,yes,yes,3,3,Frequently,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,17,2,55,no,yes,3,3,Always,no,2,no,3,1,Sometimes,Public_Transportation,Normal_Weight
Female,21,2,47,yes,no,3,3,Always,no,1,no,2,0,no,Public_Transportation,Normal_Weight
Male,17,2,97,yes,yes,2,3,Sometimes,no,3,no,1,1,Sometimes,Walking,Overweight_Level_II
Male,18,2,80,yes,yes,2,3,Sometimes,no,2,no,3,2,no,Walking,Normal_Weight
Male,20,2,125,yes,yes,2,3,Always,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_I
Male,17,2,70,yes,no,2,3,Sometimes,no,1,no,3,2,Sometimes,Walking,Normal_Weight
Female,26,2,60,no,no,3,4,Always,no,2,no,2,0,no,Walking,Normal_Weight
Female,17,2,53,no,yes,1,3,Sometimes,no,1,no,2,2,Sometimes,Walking,Normal_Weight
Female,24,2,51,yes,yes,1,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Normal_Weight
Female,17,2,59,no,yes,2,3,Sometimes,no,2,no,1,2,no,Public_Transportation,Normal_Weight
Female,27,2,62,no,yes,3,1,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,17,2,60,no,no,3,3,Sometimes,no,2,no,3,1,no,Walking,Insufficient_Weight
Female,17,2,56,yes,yes,1,3,Sometimes,no,1,no,1,1,no,Automobile,Normal_Weight
Male,41,2,110,yes,no,2,1,Sometimes,no,1,no,1,0,Frequently,Automobile,Obesity_Type_II
Female,33,2,48,yes,no,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,Normal_Weight
Male,20,2,75,no,yes,2,3,Frequently,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,40,2,80,yes,yes,2,1,Sometimes,no,2,no,2,0,no,Public_Transportation,Obesity_Type_I
Female,37,2,73,yes,no,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,Overweight_Level_I
Male,19,2,80,no,yes,2,1,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,24,2,86,yes,yes,2,1,Always,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_I
Male,24,2,68,no,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Motorbike,Normal_Weight
Male,33,2,83,yes,yes,2,1,Sometimes,no,2,no,3,0,Sometimes,Automobile,Overweight_Level_II
Female,40,2,63,no,yes,2,3,Frequently,no,2,no,3,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,37,2,83,yes,yes,2,1,Sometimes,no,2,no,0,0,no,Automobile,Overweight_Level_II
Male,20,2,74,no,no,3,3,Frequently,no,2,no,3,1,Sometimes,Public_Transportation,Overweight_Level_II
Male,19,2,60,no,yes,2,3,Sometimes,no,1,no,1,1,no,Public_Transportation,Normal_Weight
Male,17,2,69,yes,yes,3,1,Always,no,2,yes,1,2,Sometimes,Public_Transportation,Overweight_Level_I
Female,18,2,58,no,yes,3,3,Sometimes,no,1,no,0,2,no,Automobile,Normal_Weight
Female,21,2,56,no,yes,2,1,Sometimes,no,2,no,0,2,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,70,yes,yes,2,4,Frequently,no,2,no,2,1,Sometimes,Automobile,Normal_Weight
Male,41,2,92,yes,yes,2,1,Frequently,no,3,no,1,0,Sometimes,Automobile,Overweight_Level_II
Female,36,2,60,yes,no,3,3,Sometimes,no,1,no,2,0,Sometimes,Automobile,Normal_Weight
Male,18,2,68,no,no,2,4,Frequently,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,70,no,yes,3,3,Frequently,no,1,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,17,2,70,yes,yes,3,3,Sometimes,no,2,no,0,2,Sometimes,Walking,Normal_Weight
Male,25,2,83,no,yes,3,3,Sometimes,no,3,yes,3,0,no,Motorbike,Overweight_Level_II
Male,21,2,75,yes,yes,3,3,Frequently,no,1,no,2,0,Sometimes,Public_Transportation,Normal_Weight
Female,29,2,56,yes,no,2,3,Frequently,no,1,no,0,1,Sometimes,Public_Transportation,Normal_Weight
Male,17,2,98,yes,no,2,3,Sometimes,no,2,no,0,1,Sometimes,Automobile,Obesity_Type_I
Female,18,2,60,yes,yes,3,1,Sometimes,no,1,yes,0,2,no,Walking,Normal_Weight
Female,16,2,45,no,yes,2,3,Frequently,no,2,no,1,1,no,Public_Transportation,Normal_Weight
Female,18,2,53,no,no,1,3,Sometimes,no,1,no,1,2,no,Public_Transportation,Normal_Weight
Female,37,2,75,yes,yes,2,3,Frequently,no,1,no,0,0,Sometimes,Motorbike,Obesity_Type_I
Male,18,2,108,yes,no,2,3,Sometimes,no,3,no,1,0,no,Public_Transportation,Obesity_Type_I
Female,16,2,65,yes,yes,1,1,Sometimes,no,2,no,0,0,no,Public_Transportation,Overweight_Level_I
Male,23,2,50,yes,yes,2,3,Always,no,3,no,0,2,no,Public_Transportation,Insufficient_Weight
Female,18,2,50,no,no,2,3,Sometimes,no,2,no,0,1,Sometimes,Walking,Insufficient_Weight
Male,18,2,70,no,no,3,3,Frequently,no,3,no,2,2,no,Public_Transportation,Normal_Weight
Male,18,2,78,no,yes,1,3,Sometimes,no,2,no,0,1,Sometimes,Public_Transportation,Overweight_Level_II
Female,17,2,55,yes,yes,2,3,Sometimes,no,1,no,0,1,no,Public_Transportation,Normal_Weight
Female,20,2,39,yes,yes,1,3,Sometimes,no,2,no,3,2,Sometimes,Public_Transportation,Insufficient_Weight
Female,38,2,59,yes,no,3,3,Sometimes,no,1,no,2,1,Frequently,Automobile,Normal_Weight
Male,20,2,60,no,yes,2,4,Frequently,no,3,no,0,0,no,Public_Transportation,Normal_Weight
Male,21,2,125,yes,yes,3,1,Always,no,1,no,0,0,Sometimes,Public_Transportation,Obesity_Type_II
Male,21,2,60,no,no,3,1,Frequently,no,1,no,0,0,Sometimes,Motorbike,Normal_Weight
Male,18,2,70,yes,no,2,3,Sometimes,no,2,no,0,0,no,Public_Transportation,Overweight_Level_I
Male,26,2,82,no,yes,2,3,Always,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,27,2,99,yes,yes,3,1,Frequently,no,2,no,2,1,Sometimes,Walking,Overweight_Level_II
Female,26,2,112,yes,no,3,3,Sometimes,no,3,no,0,0,no,Automobile,Obesity_Type_III
Male,34,2,73,no,yes,2,3,Sometimes,no,2,no,3,1,Sometimes,Automobile,Normal_Weight
Male,18,2,86,no,no,3,3,Sometimes,no,2,no,3,0,no,Public_Transportation,Overweight_Level_II
Male,33,2,66,no,no,2,3,Sometimes,no,2,no,3,1,Sometimes,Automobile,Normal_Weight
Female,19,2,59,yes,yes,3,3,Frequently,no,1,no,1,2,Sometimes,Walking,Overweight_Level_I
Male,20,2,79,yes,no,3,1,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Female,33,2,55,yes,yes,3,1,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,20,2,66,no,no,2,3,Sometimes,no,2,no,1,1,no,Public_Transportation,Normal_Weight
Female,20,2,65,no,no,3,3,Sometimes,no,2,yes,0,0,Sometimes,Public_Transportation,Overweight_Level_I
Male,33,2,85,no,yes,2,3,Frequently,no,2,no,1,0,Sometimes,Automobile,Normal_Weight
Male,33,2,85,no,no,2,3,Sometimes,no,2,yes,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,33,2,113,yes,yes,2,1,Always,no,2,no,1,2,Frequently,Automobile,Obesity_Type_I
Male,14,2,72,yes,yes,3,3,Sometimes,no,3,no,2,1,no,Walking,Normal_Weight
Male,34,2,88,no,yes,3,3,Sometimes,no,1,yes,2,0,no,Automobile,Overweight_Level_I
Male,18,2,87,yes,yes,3,3,Sometimes,no,2,no,1,1,Frequently,Public_Transportation,Overweight_Level_II
Male,18,2,90,no,yes,3,3,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,29,2,89,yes,yes,1,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Obesity_Type_I
Male,18,2,60,yes,yes,3,4,Sometimes,no,2,yes,2,0,Sometimes,Automobile,Insufficient_Weight
Male,18,2,60,yes,yes,3,4,Sometimes,no,2,yes,2,0,Sometimes,Automobile,Insufficient_Weight
Male,19,2,58,no,yes,2,3,Sometimes,no,2,no,2,0,Sometimes,Bike,Normal_Weight
Male,33,2,93,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Walking,Overweight_Level_II
Male,33,2,76,no,no,2,3,Sometimes,no,1,no,0,2,Sometimes,Walking,Overweight_Level_I
Female,19,2,54,yes,yes,2,3,Always,no,2,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,22,2,70,no,no,2,3,Sometimes,no,3,no,1,1,no,Public_Transportation,Normal_Weight
Female,20,2,60,no,yes,3,3,no,no,2,no,3,0,Sometimes,Public_Transportation,Normal_Weight
Male,23,2,69,no,yes,3,1,Frequently,no,1,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,26,2,80,yes,yes,2,3,Frequently,no,1,yes,1,0,Sometimes,Automobile,Normal_Weight
Male,18,2,85,no,yes,2,3,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,Obesity_Type_I
Female,18,2,55,no,yes,2,4,Frequently,no,2,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,70,no,yes,3,3,Frequently,no,1,no,2,0,no,Public_Transportation,Normal_Weight
Female,18,2,59,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,87,no,yes,2,4,Frequently,no,2,no,3,1,Frequently,Automobile,Normal_Weight
Female,19,2,80,yes,yes,2,1,Sometimes,no,3,no,3,1,no,Public_Transportation,Overweight_Level_I
Female,18,2,55,no,yes,2,3,Sometimes,no,1,no,0,0,Frequently,Automobile,Normal_Weight
Female,18,2,56,yes,yes,2,1,Always,no,2,no,1,0,Sometimes,Walking,Normal_Weight
Female,19,2,64,no,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Automobile,Normal_Weight
Female,19,2,60,no,yes,2,3,Frequently,no,2,no,0,1,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,56,no,yes,2,3,Sometimes,no,1,no,0,0,no,Automobile,Normal_Weight
Female,18,2,50,yes,yes,3,3,Frequently,no,1,no,1,2,no,Public_Transportation,Normal_Weight
Male,26,2,65,yes,yes,2,3,Sometimes,no,2,no,0,1,Sometimes,Walking,Normal_Weight
Male,18,2,53,yes,yes,2,3,Sometimes,no,2,no,0,2,Sometimes,Public_Transportation,Insufficient_Weight
Male,19,2,60,yes,yes,2,1,Sometimes,no,2,no,2,0,Sometimes,Public_Transportation,Normal_Weight
Female,19,2,45,no,yes,2,4,Sometimes,no,1,no,3,0,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,82,yes,yes,3,3,Frequently,no,2,no,2,0,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,87,yes,yes,2,4,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Overweight_Level_I
Female,24,2,100,yes,yes,3,1,Sometimes,no,1,no,0,2,Sometimes,Public_Transportation,Obesity_Type_II
Female,18,2,63,yes,yes,1,3,Sometimes,no,2,no,2,2,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,71,no,yes,3,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,65,yes,no,2,3,Frequently,no,2,no,1,0,no,Public_Transportation,Normal_Weight
Male,23,2,69,no,no,3,3,no,no,2,no,2,1,Sometimes,Automobile,Normal_Weight
Female,18,2,50,no,yes,3,3,Sometimes,no,1,no,0,0,Sometimes,Automobile,Normal_Weight
Female,20,2,68,no,yes,3,1,Sometimes,no,1,no,1,0,no,Public_Transportation,Normal_Weight
Male,18,2,66,no,yes,2,3,Frequently,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,33,2,60,no,yes,3,1,Frequently,no,2,no,0,0,no,Public_Transportation,Normal_Weight
Female,19,2,45,no,yes,2,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,60,no,yes,2,3,Always,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,79,yes,yes,2,3,Frequently,no,3,no,1,2,Frequently,Public_Transportation,Overweight_Level_I
Female,18,2,55,yes,yes,2,3,Frequently,no,1,no,1,1,no,Public_Transportation,Normal_Weight
Male,21,2,100,yes,yes,2,1,Sometimes,no,2,no,0,2,no,Public_Transportation,Obesity_Type_I
Male,27,2,88,yes,yes,2,1,Always,no,2,no,0,0,Sometimes,Automobile,Overweight_Level_II
Male,17,2,68,yes,no,2,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,86,no,no,3,4,Always,no,2,no,2,0,Sometimes,Walking,Normal_Weight
Female,18,2,51,yes,yes,2,3,Frequently,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,22,2,75,yes,yes,3,3,Frequently,no,1,no,1,0,no,Automobile,Normal_Weight
Male,22,2,75,yes,yes,3,3,Frequently,no,1,no,1,0,no,Automobile,Normal_Weight
Female,20,2,45,no,yes,3,3,Frequently,no,1,no,1,0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19,2,42,no,yes,3,1,Sometimes,no,2,no,0,1,no,Public_Transportation,Insufficient_Weight
Female,20,2,52,no,yes,2,3,Frequently,no,2,no,3,0,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,83,yes,yes,2,3,Sometimes,no,2,yes,1,0,no,Public_Transportation,Obesity_Type_I
Female,18,2,71,no,no,3,4,Frequently,no,2,no,1,1,no,Public_Transportation,Overweight_Level_II
Female,18,2,51,yes,yes,1,3,Frequently,no,1,no,1,0,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,64,no,yes,2,3,Sometimes,no,1,no,1,0,no,Public_Transportation,Normal_Weight
Female,18,2,68,no,no,2,1,Sometimes,no,1,no,0,2,no,Public_Transportation,Overweight_Level_I
Female,18,2,75,yes,yes,3,3,Sometimes,no,2,no,1,0,no,Public_Transportation,Overweight_Level_I
Female,18,2,56,yes,yes,3,3,Frequently,no,1,yes,1,1,no,Public_Transportation,Normal_Weight
Male,19,2,65,no,yes,2,3,Frequently,no,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,17,2,50,no,yes,1,4,Frequently,no,2,no,1,2,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,50,no,yes,2,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Normal_Weight
Male,18,2,64,yes,yes,3,4,Sometimes,no,1,yes,2,0,Sometimes,Public_Transportation,Normal_Weight
Female,20,2,54,yes,yes,2,1,Frequently,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,18,2,58,no,yes,2,3,Sometimes,no,1,no,0,0,no,Public_Transportation,Overweight_Level_I
Female,36,2,80,yes,yes,2,3,Sometimes,no,1,no,0,2,no,Automobile,Overweight_Level_II
Male,21,2,73,yes,yes,1,3,Always,no,2,no,3,1,Sometimes,Public_Transportation,Normal_Weight
Male,23,2,75,no,yes,2,3,Sometimes,no,2,no,1,0,Frequently,Public_Transportation,Normal_Weight
Male,20,2,104,yes,no,2,3,Sometimes,no,3,no,3,0,no,Motorbike,Obesity_Type_I
Male,21,2,84,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Walking,Normal_Weight
Female,19,2,50,no,yes,2,1,Sometimes,no,1,no,0,2,no,Public_Transportation,Normal_Weight
Male,24,2,84,no,yes,3,3,no,no,2,yes,1,0,Sometimes,Public_Transportation,Overweight_Level_II
Male,25,2,68,no,yes,2,3,Sometimes,yes,1,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Male,45,2,86,no,yes,3,3,Frequently,no,1,no,0,0,no,Automobile,Overweight_Level_II
Male,20,2,65,no,yes,2,3,Frequently,no,1,no,2,0,Sometimes,Motorbike,Normal_Weight
Female,18,2,66,no,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Normal_Weight
Male,19,2,60,yes,yes,3,1,Always,no,1,yes,0,0,no,Motorbike,Normal_Weight
Male,18,2,53,yes,yes,2,3,Sometimes,no,2,no,0,2,Sometimes,Public_Transportation,Insufficient_Weight
Male,20,2,45,no,no,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,Normal_Weight
Female,25,2,105,yes,yes,3,3,Sometimes,no,1,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,19,2,127,yes,yes,3,3,Sometimes,no,1,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,3,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,138,yes,yes,3,3,Sometimes,no,2,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,165,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,18,2,133,yes,yes,3,3,Sometimes,no,3,no,2,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,111,yes,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26,2,105,yes,yes,3,3,Sometimes,no,3,no,0,1,Sometimes,Public_Transportation,Obesity_Type_III
Female,22,2,134,yes,yes,3,3,Sometimes,no,3,no,1,1,Sometimes,Public_Transportation,Obesity_Type_III
Male,20,2,55,yes,yes,2,3,Sometimes,no,3,no,2,2,Sometimes,Public_Transportation,Insufficient_Weight
